sale_id,customer_name,email,product,region,quantity,unit_price,sale_date
1313,Tracy Swanson,pfisher@example.net,Mouse,Lagos,2,2305,2024-12-17
1314,Samantha Brooks,tsparks@example.net,Tablet,Ibadan,10,797,2025-07-06
1315,Cody Turner,zjohnson@example.org,Phone,Ibadan,8,327,2025-05-03
1316,Sheri Spence,dennis77@example.com,Mouse,Abuja,5,1014,2025-07-25
1317,Jennifer Le,gmiranda@example.org,Keyboard,Lagos,10,2448,2025-12-23
1318,Bradley Gonzales,armstrongjames@example.net,Mouse,Ibadan,6,621,2025-03-24
1319,Amy Lopez,eclark@example.com,Router,Lagos,7,4101,2025-03-21
1320,Tracey Martinez,anita25@example.org,Monitor,Lagos,9,4966,2025-03-09
1321,Christian Owens,nmarshall@example.com,Printer,Port Harcourt,6,777,2024-09-14
1322,Eugene Anderson,irose@example.org,Monitor,Port Harcourt,3,4756,2025-09-25
1323,Steven Gray,hfoster@example.com,Keyboard,Kano,10,717,2026-02-08
1324,David Rocha,rwilliams@example.net,Printer,Port Harcourt,3,3676,2026-01-02
1325,Erin White,mathewdaugherty@example.net,Keyboard,Ibadan,4,3490,2025-03-26
1326,Mr. Zachary White,hansenjohnathan@example.org,Mouse,Abuja,2,4820,2025-01-03
1327,Michael Rosales,gwilliamson@example.net,Monitor,Kano,8,4697,2026-05-18
1328,Michael Smith,sarah78@example.com,Keyboard,Lagos,6,4190,2025-07-21
1329,Ms. Jennifer Rodriguez MD,alexanderstone@example.net,Phone,Kano,6,1861,2026-04-26
1330,Ms. Erika Walker,gmartin@example.org,Router,Ibadan,7,2526,2025-02-20
1331,Jasmine Roberts,samantha36@example.com,Phone,Lagos,3,1550,2026-05-30
1332,Jessica Vaughn,mcdonaldtaylor@example.com,Tablet,Abuja,4,946,2025-03-07
1333,Brandon Griffin,chenmichael@example.net,Printer,Ibadan,6,3518,2025-11-30
1334,Michael Mason,alice07@example.org,Phone,Ibadan,8,340,2025-08-25
1335,Robert Moore,samanthahernandez@example.net,Tablet,Kano,4,2870,2024-08-24
1336,Robert Martin,brandonmccoy@example.net,Monitor,Ibadan,10,556,2024-07-16
1337,Deborah Allen,harveymalik@example.com,Router,Ibadan,9,4735,2024-12-15
1338,Megan Simmons,marshallclayton@example.net,Tablet,Port Harcourt,6,4799,2026-01-12
1339,Brian Cross,vickie85@example.org,Keyboard,Abuja,1,2173,2026-05-19
1340,Elizabeth Baker,mriley@example.net,Tablet,Lagos,1,4134,2024-07-06
1341,Jason Martinez,jennifer68@example.net,Printer,Abuja,8,2791,2024-11-01
1342,Jeffery Monroe,vtorres@example.org,Keyboard,Ibadan,8,3132,2024-08-09
1343,Sandy Sanchez,colleencollier@example.net,Tablet,Lagos,5,2471,2025-02-02
1344,Katherine Young,sarah24@example.net,Monitor,Port Harcourt,4,3529,2026-04-14
1345,Angela Singh,scurtis@example.org,Monitor,Ibadan,3,3781,2026-06-01
1346,Alexander Grant,dakotawolf@example.net,Router,Lagos,9,4151,2024-12-25
1347,Derrick Garcia,jerry63@example.net,Phone,Kano,4,3127,2024-09-25
1348,Brandon Gilmore,bradfordsamantha@example.com,Monitor,Port Harcourt,2,2591,2024-10-23
1349,Kara Garcia,markmartin@example.net,Phone,Abuja,6,3045,2025-09-05
1350,Crystal Pitts,lucasbarrett@example.com,Printer,Kano,7,432,2025-12-04
1351,Crystal Malone,emilywilkerson@example.net,Printer,Port Harcourt,4,4176,2025-06-14
1352,Mary Nguyen,cbarnes@example.com,Laptop,Kano,2,650,2026-02-16
1353,Thomas Robinson,elizabethdennis@example.net,Monitor,Port Harcourt,10,1106,2025-10-05
1354,Abigail Turner DVM,drios@example.com,Mouse,Abuja,3,3658,2024-10-12
1355,Jeffery Olson,scottann@example.net,Tablet,Ibadan,10,3156,2026-05-04
1356,Kathryn Fritz,meagan85@example.com,Keyboard,Kano,5,2596,2024-08-27
1357,Michael Williams,kylielowe@example.net,Mouse,Kano,10,3501,2026-06-20
1358,Thomas Simpson,janice89@example.com,Printer,Port Harcourt,9,3267,2024-09-08
1359,Joseph Wells,cruznicole@example.net,Mouse,Ibadan,9,329,2026-03-30
1360,Amanda Meza,vblake@example.org,Keyboard,Ibadan,10,3759,2024-08-08
1361,Tyler Mccarthy,rhobbs@example.com,Printer,Kano,2,1524,2025-11-03
1362,Harold Adkins,timothypark@example.com,Laptop,Abuja,9,631,2026-04-28
1363,Misty Ellis,rhartman@example.org,Router,Kano,2,2986,2025-12-03
1364,John Tapia,timothy49@example.org,Keyboard,Port Harcourt,9,4411,2025-10-30
1365,Tyrone Yates,cassidy88@example.com,Tablet,Ibadan,4,3233,2025-02-14
1366,Nicole Brown,kim91@example.com,Keyboard,Abuja,4,4281,2025-07-14
1367,Noah Martinez,rodgersbrian@example.org,Monitor,Abuja,5,1378,2025-08-10
1368,Kelly Morgan,owilliams@example.org,Laptop,Lagos,2,4126,2025-09-13
1369,Christina Ward,david56@example.net,Mouse,Lagos,6,4985,2026-02-13
1370,Sara Parsons,dvilla@example.net,Tablet,Ibadan,5,2855,2024-10-11
1371,Terri Mitchell,rmaddox@example.net,Tablet,Ibadan,2,4985,2026-05-15
1372,Ann Davidson,darrendavis@example.net,Phone,Lagos,10,1895,2024-10-20
1373,Jennifer Mills,lgonzalez@example.org,Printer,Ibadan,2,4801,2026-01-05
1374,Jessica Spencer,angelawalker@example.org,Mouse,Abuja,1,2913,2024-08-20
1375,Jacob Thornton MD,dawngoodwin@example.com,Mouse,Lagos,10,496,2025-12-25
1376,Dawn Cunningham,brendalara@example.net,Keyboard,Port Harcourt,4,4544,2025-10-26
1377,Douglas Miller,smcpherson@example.org,Keyboard,Lagos,7,1047,2024-12-25
1378,Monica Landry,xkelley@example.org,Laptop,Port Harcourt,9,3402,2025-09-02
1379,Brendan Rasmussen,johnsonalbert@example.com,Tablet,Abuja,8,3335,2026-04-10
1380,Mallory Williamson,hwilliams@example.net,Laptop,Abuja,9,3366,2026-04-19
1381,Emily Hood,shawn79@example.org,Router,Lagos,7,585,2026-02-01
1382,Alexis Walters,travis35@example.com,Mouse,Kano,9,828,2025-12-14
1383,Meghan Wells,daniel56@example.com,Tablet,Ibadan,6,372,2025-12-01
1384,Beverly Garcia,matthewpatton@example.org,Printer,Kano,3,4682,2026-01-17
1385,George Yang,danielwatkins@example.net,Router,Kano,3,3113,2025-07-07
1386,Gregory Franklin,guerreromaria@example.com,Laptop,Lagos,9,4356,2025-04-08
1387,David Cuevas,itaylor@example.com,Router,Kano,9,459,2026-01-31
1388,Sara Stewart,pennydavidson@example.org,Router,Kano,4,4374,2024-11-12
1389,Debra Mitchell,mark06@example.net,Monitor,Abuja,1,4536,2026-01-09
1390,Karen Barrett,monicamarks@example.org,Router,Lagos,8,4841,2026-03-14
1391,Philip Wilson,troylee@example.net,Keyboard,Lagos,5,3043,2026-03-08
1392,William Koch,tiffanyclark@example.com,Monitor,Kano,9,2183,2024-12-27
1393,Adam Barnett,simpsonkenneth@example.org,Mouse,Port Harcourt,8,3894,2025-10-09
1394,Katherine Cunningham,wangmike@example.org,Printer,Lagos,5,2495,2026-02-14
1395,Patrick Singh,kathydavila@example.org,Mouse,Abuja,5,435,2026-01-29
1396,Thomas Malone,steve43@example.com,Phone,Abuja,8,2738,2024-09-28
1397,Mrs. Stephanie Rhodes,cindywright@example.org,Printer,Port Harcourt,3,4429,2025-01-15
1398,Nicholas Davis,qlawrence@example.com,Tablet,Ibadan,1,416,2025-12-17
1399,Michael Mason,cannonbarbara@example.net,Keyboard,Port Harcourt,7,1994,2025-12-30
1400,Eric Brennan,michaelyoung@example.net,Monitor,Lagos,1,3524,2024-10-24
1401,Mario Levy,nelsonandrea@example.net,Mouse,Kano,6,1694,2025-12-31
1402,Howard Oconnell,ltorres@example.org,Laptop,Ibadan,6,200,2025-08-23
1403,Daniel Vega,warrenmichele@example.org,Laptop,Port Harcourt,9,2227,2025-05-23
1404,Karen Parker,elizabethnewman@example.com,Laptop,Lagos,8,3168,2026-02-28
1405,Lauren Clark,xpage@example.org,Printer,Kano,10,4097,2025-12-08
1406,Kelsey Lawrence,kaitlyn46@example.net,Router,Kano,9,4133,2024-08-13
1407,Todd Rivera,kanegregory@example.org,Laptop,Ibadan,8,2121,2025-12-19
1408,Jessica Heath,millerwilliam@example.net,Laptop,Port Harcourt,3,4361,2025-06-18
1409,Holly Carrillo,watsonbrandon@example.com,Router,Ibadan,1,3473,2024-12-09
1410,Angela Sanchez,probinson@example.com,Printer,Port Harcourt,10,3019,2024-07-23
1411,Oscar Rodriguez,michael76@example.com,Keyboard,Port Harcourt,1,3998,2025-02-05
1412,Phillip Riley,philip14@example.com,Router,Ibadan,8,3435,2025-04-16
1413,Jason Espinoza,elizabeth08@example.org,Router,Kano,2,471,2025-04-04
1414,Joshua Anthony,tracydunn@example.net,Laptop,Port Harcourt,10,2423,2026-06-20
1415,Jeffrey Welch,dillon88@example.net,Mouse,Lagos,9,2878,2026-06-23
1416,Gabriel Mason,donaldmiller@example.com,Tablet,Lagos,1,2413,2026-04-24
1417,Kayla Kennedy,hernandezjeremy@example.org,Tablet,Abuja,8,2785,2025-11-20
1418,Joshua Lee,megan04@example.com,Keyboard,Abuja,10,1496,2026-03-07
1419,Alyssa Tanner,donna91@example.com,Router,Abuja,7,536,2025-11-03
1420,Sarah Sandoval,richardhogan@example.org,Mouse,Lagos,8,3527,2024-07-24
1421,Tamara Scott,,Mouse,Kano,5,2837,2026-03-19
1422,Catherine Decker,mthomas@example.net,Phone,Lagos,7,1653,2025-05-23
1423,Peter Hill,kimdavis@example.com,Router,Lagos,7,2728,2024-09-10
1424,Charles Calhoun,farrellerika@example.com,Phone,Abuja,8,2388,2025-07-17
1425,Robert Bradshaw,dbrown@example.org,Router,Lagos,7,2797,2025-01-14
1426,Gloria Wilson,brownlauren@example.org,Tablet,Port Harcourt,5,2668,2025-09-26
1427,Brandon Kelly,christina27@example.net,Printer,Abuja,4,3084,2026-06-19
1428,Dana Winters,burnettchristina@example.com,Mouse,Port Harcourt,4,2694,2025-03-10
1429,Melissa Thornton,joycemaurice@example.org,Mouse,Ibadan,9,4683,2026-04-10
1430,Anthony Smith,briangonzalez@example.com,Printer,Port Harcourt,2,3428,2025-06-13
1431,Teresa Buchanan,heather80@example.com,Printer,Port Harcourt,7,2562,2026-01-06
1432,Luis Hall,francis15@example.org,Laptop,Ibadan,6,4431,2025-08-14
1433,Travis Nelson,kiddjustin@example.net,Printer,Abuja,8,3815,2024-10-28
1434,Shannon Esparza,yherrera@example.com,Printer,Kano,5,1904,2025-07-31
1435,Amanda Shepherd,ucurtis@example.com,Printer,Kano,5,2489,2025-06-30
1436,Donald Aguirre,berryerika@example.net,Monitor,Kano,9,4207,2025-12-28
1437,Michael Griffin,thomas63@example.net,Router,Abuja,10,318,2024-10-13
1438,Sarah King,kevinmiller@example.com,Laptop,Port Harcourt,2,2149,2025-03-23
1439,Michelle Webster,schneiderdebra@example.org,Keyboard,Port Harcourt,1,2868,2025-01-22
1440,Kristopher Rodriguez,karenperez@example.com,Tablet,Kano,1,2385,2025-08-14
1441,Shane Weber,hunter70@example.com,Tablet,Lagos,2,248,2025-03-17
1442,Andrew Ferguson,kwest@example.net,Tablet,Lagos,9,1873,2026-03-21
1443,Abigail Atkins,renee71@example.org,Keyboard,Ibadan,4,1145,2026-05-14
1444,Seth Hunt,ryan48@example.net,Laptop,Abuja,6,4920,2025-06-13
1445,Emily Ward,sparkslaura@example.com,Phone,Abuja,9,1971,2026-02-02
1446,Erin Jenkins,karenhorne@example.net,Tablet,Ibadan,7,2096,2024-09-28
1447,April Hernandez,danielle54@example.org,Keyboard,Abuja,9,4057,2025-09-11
1448,Rebecca Mcdonald,melissa30@example.org,Printer,Abuja,6,4115,2026-06-08
1449,Diane Jackson,alan23@example.net,Laptop,Lagos,7,1224,2024-12-29
1450,Catherine Sanchez,justincook@example.org,Keyboard,Abuja,4,4278,2025-12-28
1451,Alexander Wilson,jessica87@example.com,Router,Abuja,7,3113,2026-05-31
1452,Sarah Payne,gbaird@example.net,Keyboard,Abuja,9,1271,2026-01-21
1453,Zoe Ramirez,donna81@example.com,Keyboard,Lagos,6,4028,2025-12-02
1454,Michael Knight,mgraham@example.net,Phone,Kano,8,1112,2025-02-26
1455,Monica Smith,harveyross@example.net,Phone,Lagos,1,753,2025-02-20
1456,Gary Robertson,burkematthew@example.com,Router,Ibadan,9,3680,2025-12-01
1457,Samantha Mercado,jessicamurphy@example.com,Keyboard,Port Harcourt,1,618,2025-05-22
1458,Gloria Howard,timothy21@example.org,Monitor,Kano,4,1277,2026-02-03
1459,Julie Taylor,lopezchristopher@example.net,Phone,Ibadan,5,1851,2025-07-10
1460,Shannon Hall,gabrielcombs@example.com,Printer,Abuja,3,2146,2026-01-18
1461,Darrell Ford,nhines@example.net,Laptop,Ibadan,8,2826,2026-01-31
1462,Diane Jackson,marcuscastillo@example.com,Router,Ibadan,3,3796,2024-09-26
1463,Dylan Ross,pottsstephanie@example.com,Monitor,Kano,7,2972,2025-11-07
1464,Adam Moore DDS,tara44@example.org,Mouse,Ibadan,6,3391,2026-05-22
1465,Heather Gamble,christopher74@example.org,Laptop,Ibadan,4,4930,2025-10-07
1466,Sally Harper,trujillojennifer@example.com,Mouse,Kano,7,4107,2025-04-25
1467,Mary Turner,pblack@example.org,Mouse,Ibadan,7,4450,2026-03-12
1468,Monica Campos,grossstephen@example.com,Router,Ibadan,3,3151,2025-10-15
1469,Ashley Velazquez,murphyjose@example.com,Monitor,Lagos,10,3441,2024-09-11
1470,Robert White,jim91@example.net,Router,Abuja,10,2805,2025-10-09
1471,Shelly Ward,sue58@example.org,Monitor,Kano,7,2997,2025-10-05
1472,Sara Robertson,fandrews@example.org,Keyboard,Lagos,6,1736,2025-02-15
1473,Diana Clayton,jparker@example.com,Mouse,Abuja,9,4093,2026-03-28
1474,Marissa Deleon,melinda27@example.net,Laptop,Kano,5,1443,2026-03-11
1475,Gabriel Brown,browningwilliam@example.com,Router,Kano,10,1858,2024-07-18
1476,Leslie Thompson,carol57@example.org,Printer,Ibadan,8,516,2026-01-14
1477,Katherine Lee,nicolerodriguez@example.net,Laptop,Ibadan,6,2998,2025-01-12
1478,Katherine Brown,anthonylewis@example.net,Printer,Lagos,1,523,2024-12-19
1479,Samantha Anderson,rdowns@example.net,Phone,Port Harcourt,10,3932,2026-03-16
1480,Karen Garner,michellegross@example.org,Mouse,Ibadan,9,1928,2026-02-10
1481,Marcus Page,ydavidson@example.net,Laptop,Port Harcourt,3,2852,2024-07-18
1482,Jeffrey Miller,shermanlindsey@example.com,Tablet,Abuja,4,408,2026-04-26
1483,Jill Oneill,harriscody@example.net,Mouse,Kano,10,4737,2024-08-17
1484,Andrew Greene,freemanamy@example.org,Printer,Ibadan,4,1911,2025-05-06
1485,Kayla Cohen DDS,vodom@example.org,Keyboard,Abuja,9,565,2025-12-18
1486,Jesse Dunn,robert21@example.com,Mouse,Ibadan,9,3440,2024-06-29
1487,Amy Stone,robert10@example.org,Keyboard,Ibadan,8,1320,2025-09-18
1488,Heather Strong,michaelhuff@example.org,Monitor,Lagos,7,4052,2025-07-11
1489,Anthony Williams,,Router,Lagos,4,4071,2025-11-03
1490,Steven Dyer Jr.,bergerterri@example.com,Router,Lagos,8,765,2025-11-05
1491,Thomas Wilson,annettereed@example.net,Tablet,Port Harcourt,9,4682,2025-12-19
1492,Angela Mosley,dianachavez@example.net,Phone,Kano,8,3655,2025-09-28
1493,Jill Mahoney,wbrown@example.net,Phone,Port Harcourt,1,379,2026-04-01
1494,Kari Hardy,austin34@example.org,Mouse,Abuja,10,3756,2025-01-27
1495,Mr. James Stevenson,elin@example.org,Tablet,Lagos,7,1393,2025-03-05
1496,Ryan Torres,reyestara@example.org,Router,Ibadan,8,4070,2025-01-02
1497,Jonathan Gibson,lewisapril@example.com,Printer,Ibadan,1,1784,2025-11-25
1498,Dr. Anthony Foster,christine25@example.net,Keyboard,Port Harcourt,8,2123,2025-04-08
1499,Christopher Scott,bcuevas@example.net,Phone,Lagos,9,1399,2026-06-21
1500,William Ward,reidsusan@example.org,Printer,Ibadan,5,4717,2026-06-18
1501,Lauren Becker,,Mouse,Ibadan,9,2777,2025-04-07
1502,Savannah Perez,brittany20@example.net,Mouse,Lagos,7,2002,2026-01-11
1503,Rebecca Snyder,turnerkevin@example.com,Printer,Port Harcourt,4,3279,2024-10-24
1504,Mark Johns,kellie21@example.com,Printer,Port Harcourt,8,3217,2024-10-14
1505,John Foster,kevin53@example.com,Printer,Port Harcourt,6,2268,2024-12-11
1506,Derek Carpenter,brooksmichaela@example.org,Keyboard,Lagos,8,1202,2024-10-09
1507,Jasmine Long MD,elizabeth05@example.net,Phone,Ibadan,1,904,2024-07-26
1508,Shelby Owens,wellsleslie@example.net,Printer,Port Harcourt,7,1616,2025-07-27
1509,Valerie Montoya,rodney38@example.net,Phone,Port Harcourt,6,2883,2026-03-22
1510,Alan Ball,arthurtate@example.net,Printer,Kano,4,527,2025-10-30
1511,Brett Nguyen,yscott@example.com,Laptop,Abuja,2,4072,2025-02-20
1512,Robert Brooks,robertmcdonald@example.net,Monitor,Abuja,9,3654,2025-07-22
1513,John Miller,zmitchell@example.com,Router,Port Harcourt,1,4354,2025-08-05
1514,Crystal Rhodes,sarahturner@example.net,Router,Port Harcourt,5,3872,2025-02-09
1515,Adrian Wells,fwebster@example.org,Phone,Port Harcourt,4,3640,2025-03-29
1516,Robin Alvarez,brianna26@example.net,Laptop,Abuja,3,4637,2026-01-15
1517,Stephen Tate,rodgersanna@example.net,Monitor,Ibadan,1,2898,2025-08-22
1518,Joanne Salinas,kmiller@example.com,Monitor,Ibadan,4,731,2025-04-15
1519,Jason Evans,leerichard@example.net,Phone,Kano,8,3946,2024-10-17
1520,George Walker,leecorey@example.com,Laptop,Kano,10,2698,2024-10-15
1521,George Manning,julie99@example.org,Monitor,Port Harcourt,10,425,2026-03-22
1522,Crystal Gonzalez,william21@example.org,Laptop,Ibadan,9,1659,2025-12-14
1523,William Mcclain,fharris@example.net,Router,Port Harcourt,6,1326,2024-08-08
1524,Todd Jones,ojohns@example.net,Router,Ibadan,6,4489,2025-02-23
1525,Brandy Sanchez,michaelwilliams@example.net,Laptop,Kano,10,1153,2025-08-30
1526,Caitlin Campbell,fuentesjonathan@example.org,Monitor,Lagos,4,2481,2025-08-30
1527,Veronica Morales,bonniephelps@example.org,Mouse,Port Harcourt,7,4719,2025-04-08
1528,Robert Hicks,ianhunter@example.org,Monitor,Port Harcourt,8,1586,2025-02-07
1529,Krystal Mccullough,courtneywalker@example.org,Router,Ibadan,5,3362,2025-05-21
1530,Lisa Robertson,heatherlewis@example.org,Keyboard,Ibadan,7,641,2026-03-22
1531,Christina White,ericasalazar@example.com,Phone,Abuja,7,805,2024-11-04
1532,Angela Young,tracy81@example.org,Keyboard,Port Harcourt,4,2999,2025-07-29
1533,Donna Martin,james77@example.com,Mouse,Kano,10,382,2025-04-04
1534,Jane Gray,marthamerritt@example.net,Printer,Port Harcourt,9,2196,2026-01-23
1535,Amanda Mckinney,adamsstacey@example.net,Phone,Ibadan,6,3932,2025-09-01
1536,Brianna Esparza,vfowler@example.net,Keyboard,Abuja,5,3825,2026-01-22
1537,Zachary Foley,duanenewman@example.org,Monitor,Lagos,8,314,2025-11-20
1538,Thomas Bishop,deborah74@example.net,Mouse,Kano,9,2185,2025-05-12
1539,Timothy Jackson,hhuerta@example.com,Tablet,Ibadan,1,1523,2025-12-15
1540,Clinton Warner,zacharygraham@example.net,Mouse,Kano,6,157,2026-06-28
1541,Paul Poole,richard15@example.com,Mouse,Abuja,9,612,2025-10-03
1542,Janet Johnson,perrymichael@example.org,Printer,Kano,9,1696,2026-01-08
1543,Mary Estrada,castillojanice@example.net,Phone,Ibadan,2,1940,2025-05-26
1544,Gina Bennett,david73@example.com,Printer,Ibadan,9,3707,2024-11-25
1545,Veronica Cooper,kelly27@example.com,Tablet,Kano,3,3782,2025-07-07
1546,Tiffany Knight,craigchung@example.com,Monitor,Abuja,4,4060,2024-08-09
1547,Thomas Johnson,jenniferhamilton@example.com,Keyboard,Port Harcourt,8,2950,2025-11-16
1548,Ryan Rose,rgreen@example.com,Router,Port Harcourt,9,4433,2024-10-11
1549,Robert Sanchez,elizabethbennett@example.org,Mouse,Port Harcourt,4,2755,2024-08-19
1550,Denise Martinez,jeffreydaniels@example.net,Keyboard,Abuja,5,914,2024-08-18
1551,Megan Aguilar PhD,jamesgreen@example.net,Mouse,Abuja,3,656,2026-03-15
1552,Lisa Richardson,danielgarcia@example.net,Mouse,Lagos,7,259,2025-09-07
1553,Wanda Arnold,bruceanderson@example.org,Printer,Lagos,10,3908,2024-12-06
1554,Marissa Rodriguez,nrogers@example.org,Router,Port Harcourt,4,1616,2026-02-12
1555,Cheryl Anderson,clarkkeith@example.net,Monitor,Kano,7,1062,2026-02-17
1556,Ryan Hawkins,willisalyssa@example.com,Keyboard,Lagos,7,1618,2024-09-22
1557,Emily Lee,petersonstephen@example.com,Laptop,Kano,2,4141,2025-08-19
1558,Jenny Graham,armstrongmichael@example.org,Monitor,Kano,1,3027,2025-08-30
1559,Brian Johnston,pgonzalez@example.org,Printer,Port Harcourt,7,400,2025-05-13
1560,Teresa Hamilton,rjacobson@example.org,Tablet,Port Harcourt,9,1612,2024-11-15
1561,Jonathan Nash,cheryljones@example.org,Printer,Lagos,9,2344,2024-07-13
1562,Lindsey Moore,kristingregory@example.net,Keyboard,Kano,10,4122,2025-07-10
1563,Ms. Victoria Osborne,hollandstephen@example.com,Printer,Abuja,10,2731,2024-12-26
1564,Tyler Hines,browncatherine@example.com,Phone,Abuja,2,261,2025-11-22
1565,Abigail Smith,susan01@example.net,Mouse,Port Harcourt,2,1415,2026-02-17
1566,Matthew Reyes,reynoldsteresa@example.com,Keyboard,Port Harcourt,9,3910,2025-02-28
1567,Timothy Gomez PhD,javier33@example.org,Tablet,Ibadan,8,3690,2025-07-09
1568,Lydia White,jasonpatrick@example.net,Mouse,Lagos,7,1412,2025-04-28
1569,Michelle Romero,cameronbridges@example.org,Keyboard,Abuja,4,2760,2025-09-30
1570,Sharon Rosales,ifrost@example.net,Printer,Lagos,10,355,2025-06-21
1571,James Martinez,cbrown@example.com,Mouse,Abuja,7,2707,2025-05-10
1572,Carrie Gonzalez,dwashington@example.net,Mouse,Ibadan,2,4759,2025-08-09
1573,Clifford Henson,lowekristin@example.com,Tablet,Port Harcourt,9,3048,2026-04-18
1574,Nicholas Rose,lisaramirez@example.org,Monitor,Lagos,6,2885,2025-03-01
1575,Gerald Martin,robertboyer@example.com,Phone,Kano,7,3468,2026-01-17
1576,Cassandra Nguyen,mprice@example.org,Laptop,Port Harcourt,6,4066,2024-08-30
1577,Geoffrey Calhoun,richard48@example.com,Printer,Port Harcourt,10,1950,2026-03-05
1578,Kimberly Wilson,asmith@example.net,Laptop,Ibadan,2,2794,2025-02-17
1579,Jill Baldwin,charlesrobinson@example.com,Tablet,Lagos,9,4993,2024-09-21
1580,Anthony Adams,henry27@example.net,Keyboard,Ibadan,3,4101,2025-05-07
1581,Kaitlin Hart,martinjerry@example.net,Laptop,Lagos,5,4633,2025-05-18
1582,Briana Flynn,vduran@example.org,Tablet,Ibadan,10,2196,2026-01-05
1583,Joe Jackson,bobby86@example.org,Laptop,Port Harcourt,2,1884,2025-04-20
1584,Hannah Perkins,escobaramanda@example.org,Tablet,Lagos,9,2186,2026-01-26
1585,Dean Swanson,edward58@example.com,Phone,Ibadan,1,2607,2026-04-25
1586,Sharon Poole,jonathonchan@example.org,Mouse,Port Harcourt,8,3548,2025-03-22
1587,Ralph Eaton,gloverlaura@example.com,Printer,Abuja,1,723,2024-08-05
1588,Kimberly Hopkins,zwilliams@example.net,Phone,Ibadan,5,1777,2025-04-09
1589,Matthew Graves,schwartzjohn@example.net,Phone,Ibadan,8,1959,2026-05-15
1590,James Cox,mullinsmatthew@example.org,Mouse,Kano,6,4467,2025-03-20
1591,Phillip Gonzalez,rachel16@example.com,Mouse,Lagos,5,4840,2025-05-16
1592,Kendra Pierce,brandonmalone@example.net,Keyboard,Port Harcourt,6,1866,2025-11-11
1593,Robin Martinez,christina77@example.org,Printer,Lagos,2,4927,2025-12-31
1594,David Neal,johnevans@example.com,Printer,Lagos,2,4639,2026-04-30
1595,Kathleen Nichols,vargasdaniel@example.net,Keyboard,Abuja,4,380,2026-04-25
1596,Jason Johnson,joliver@example.org,Laptop,Lagos,5,1911,2024-10-17
1597,Jessica Flores,brittany85@example.org,Keyboard,Lagos,9,4910,2025-06-21
1598,Jenna Clayton,susanreyes@example.net,Monitor,Port Harcourt,7,3946,2026-04-03
1599,Denise Peterson,stewartmark@example.com,Printer,Lagos,7,4454,2025-06-04
1600,Emily Schultz,donaldramos@example.net,Router,Abuja,4,1104,2026-01-19
1601,Jordan Williams,sandra44@example.org,Router,Port Harcourt,9,4717,2024-07-09
1602,Charles Gutierrez,john24@example.org,Phone,Abuja,9,369,2025-09-11
1603,Amy Roberts,lauraguzman@example.com,Monitor,Lagos,6,1297,2026-05-10
1604,Wanda Park,arthur50@example.com,Phone,Lagos,9,4739,2025-04-12
1605,Elizabeth Jones,ewood@example.net,Laptop,Lagos,7,233,2024-11-19
1606,Erika Day,marykrause@example.com,Keyboard,Lagos,5,2538,2025-10-31
1607,Amy Arnold,alexandra14@example.net,Phone,Abuja,5,4168,2025-08-09
1608,Tiffany Gonzales,sheltonrobert@example.net,Mouse,Port Harcourt,1,4357,2025-05-24
1609,Laura Cole,ofields@example.org,Keyboard,Port Harcourt,10,3471,2025-05-23
1610,Karen Gilmore,keithcarol@example.net,Router,Kano,9,2147,2025-12-22
1611,Alicia Powell,delliott@example.net,Monitor,Lagos,4,332,2025-09-15
1612,Robert Scott,hendricksbrandon@example.net,Keyboard,Port Harcourt,10,2062,2024-11-28
1613,Alyssa Allison,maria05@example.com,Printer,Port Harcourt,10,1955,2025-01-27
1614,Cory King,hjensen@example.org,Keyboard,Ibadan,7,2809,2025-11-26
1615,Julie Ali,kelsey54@example.org,Phone,Ibadan,2,1365,2024-08-13
1616,Andre Martinez,william53@example.net,Mouse,Ibadan,1,3047,2025-07-17
1617,Susan Hurst,merrittdavid@example.org,Monitor,Abuja,4,3453,2026-06-05
1618,Michelle Hernandez,karenwilliams@example.org,Tablet,Kano,3,282,2025-07-25
1619,Kevin Hernandez,xfrederick@example.com,Tablet,Lagos,4,402,2024-07-31
1620,Douglas Cook,bensontommy@example.net,Printer,Kano,6,188,2024-11-26
1621,Jeffrey Jackson,rachelvelasquez@example.org,Monitor,Lagos,3,4030,2026-02-03
1622,Rebecca Lee,robert26@example.net,Laptop,Kano,6,941,2024-07-15
1623,Christopher Mejia,suzanne88@example.net,Phone,Ibadan,9,3036,2024-10-30
1624,Jordan Mayer,haleelizabeth@example.com,Laptop,Lagos,4,2809,2026-04-24
1625,George Wilson,fishermicheal@example.org,Monitor,Kano,8,3201,2025-07-05
1626,Sandra Larson,jeremy51@example.net,Keyboard,Port Harcourt,9,437,2025-06-10
1627,Thomas Kane,daughertyryan@example.com,Mouse,Port Harcourt,6,1120,2026-05-23
1628,Joseph Grant,ycannon@example.net,Keyboard,Ibadan,4,2135,2026-05-15
1629,Ryan Allen,strongwilliam@example.net,Laptop,Port Harcourt,7,3502,2025-10-20
1630,Paula Lindsey,karen38@example.com,Tablet,Kano,2,4239,2024-11-28
1631,Justin Burns,jasonwood@example.org,Keyboard,Lagos,1,2653,2026-06-18
1632,Stephanie Glenn,doyledavid@example.com,Mouse,Port Harcourt,1,4556,2024-12-08
1633,Kelly Tate,garcianicole@example.org,Router,Abuja,1,4004,2025-03-02
